emp_id,age,department,job_role,education_field,monthly_income,total_working_years,years_at_company,overtime,job_satisfaction,work_life_balance,distance_from_home,marital_status,attrition
E13698,51,HR,Executive,Engineering,12463,,6,No,3,4,7.0,Single,No
E13699,26,Sales,Technician,Engineering,4265,4.0,2,Yes,2,3,25.0,Married,Yes
E13700,32,R&D,Representative,Other,8140,18.0,7,No,4,3,27.0,Married,No
E13701,36,R&D,Representative,Medical,6789,9.0,6,No,1,1,2.0,Divorced,Yes
E13702,30,Sales,Specialist,Medical,7053,12.0,8,No,1,4,26.0,Single,No
E13703,37,R&D,Specialist,Life Sciences,7249,7.0,2,No,3,3,4.0,Married,No
E13704,40,HR,Specialist,Life Sciences,9125,7.0,6,No,1,3,16.0,Single,Yes
E13705,41,HR,Executive,Engineering,10181,15.0,8,No,4,2,6.0,Married,No
E13706,51,R&D,Technician,Marketing,6728,8.0,3,Yes,1,2,,Married,No
E13707,25,Sales,Executive,Engineering,10686,11.0,6,No,3,4,23.0,Divorced,No
E13708,40,Sales,Manager,Other,8947,6.0,3,Yes,4,3,14.0,Divorced,No
E13709,31,HR,Technician,Medical,3518,5.0,5,Yes,1,4,3.0,Married,Yes
E13710,41,Sales,Representative,Life Sciences,6041,9.0,1,No,1,1,14.0,Divorced,Yes
E13711,41,R&D,Specialist,Engineering,5473,4.0,4,No,4,4,29.0,Married,No
E13712,28,R&D,Technician,Medical,5509,2.0,2,No,4,4,26.0,Divorced,No
E13713,29,R&D,Specialist,Engineering,7394,6.0,3,No,1,3,11.0,Divorced,No
E13714,42,HR,Representative,Engineering,8952,21.0,1,No,2,1,11.0,Single,Yes
E13715,37,Sales,Representative,Engineering,7488,11.0,5,No,1,4,21.0,Married,No
E13716,35,Sales,Executive,Marketing,10605,5.0,5,No,4,2,11.0,Married,No
E13717,43,Sales,Technician,Medical,7678,11.0,4,Yes,4,1,4.0,Single,No
E13718,44,R&D,Representative,Life Sciences,8055,16.0,5,No,3,3,5.0,Single,No
E13719,32,Sales,Executive,Engineering,10551,4.0,1,Yes,3,2,6.0,Divorced,No
E13720,29,Sales,Specialist,Life Sciences,7324,11.0,10,No,1,1,22.0,Divorced,Yes
E13721,26,R&D,Technician,Medical,7094,6.0,4,Yes,3,3,14.0,Married,Yes
E13722,37,HR,Specialist,Engineering,8809,17.0,10,Yes,4,3,7.0,Divorced,No
E13723,24,Sales,Specialist,Engineering,5083,5.0,5,No,3,1,6.0,Divorced,No
E13724,38,Sales,Representative,Other,5983,6.0,2,No,3,1,14.0,Single,No
E13725,48,HR,Technician,Other,6162,10.0,6,No,3,1,22.0,Single,Yes
E13726,34,Sales,Specialist,Other,9129,4.0,4,No,4,3,16.0,Single,No
E13727,32,Sales,Specialist,Technical Degree,6143,4.0,4,Yes,1,2,4.0,Single,Yes
E13728,55,Sales,Specialist,Engineering,8820,17.0,3,No,4,2,18.0,Single,No
E13729,51,R&D,Specialist,Engineering,9722,15.0,5,No,3,3,26.0,Married,No
E13730,30,Sales,Specialist,Life Sciences,10502,12.0,0,No,2,1,7.0,Divorced,No
E13731,38,HR,Technician,Life Sciences,5805,5.0,5,No,2,3,23.0,Divorced,No
E13732,40,R&D,Specialist,Other,6784,8.0,7,No,4,3,27.0,Married,No
E13733,39,R&D,Executive,Medical,10274,8.0,6,No,2,3,19.0,Divorced,No
E13734,53,Sales,Specialist,Medical,7975,20.0,0,No,4,3,14.0,Married,No
E13735,38,R&D,Representative,Engineering,5944,7.0,7,No,1,2,15.0,Divorced,No
E13736,39,R&D,Specialist,Technical Degree,7475,4.0,4,No,4,1,21.0,Married,No
E13737,43,R&D,Manager,Technical Degree,8980,12.0,4,No,4,3,6.0,Single,No
E13738,48,R&D,Manager,Engineering,9744,9.0,6,No,4,3,10.0,Divorced,No
E13739,45,R&D,Technician,Technical Degree,6798,13.0,5,No,3,1,25.0,Married,No
E13740,42,HR,Technician,Engineering,6988,18.0,7,No,1,1,3.0,Married,Yes
E13741,23,R&D,Specialist,Engineering,9030,19.0,6,Yes,4,3,13.0,Single,No
E13742,33,R&D,Specialist,Marketing,6577,5.0,4,No,3,3,19.0,Married,No
E13743,44,Sales,Manager,Marketing,10871,6.0,6,Yes,3,1,21.0,Divorced,No
E13744,39,Sales,Executive,Engineering,8760,1.0,1,Yes,3,1,,Single,Yes
E13745,44,Sales,Executive,Life Sciences,10669,4.0,4,Yes,3,2,3.0,Divorced,No
E13746,54,R&D,Manager,Other,8191,7.0,6,Yes,3,3,22.0,Single,No
E13747,26,R&D,Manager,Medical,10834,17.0,6,No,1,4,3.0,Married,No
E13748,47,R&D,Manager,Medical,9525,7.0,6,No,1,1,17.0,Single,Yes
E13749,34,HR,Manager,Engineering,9997,14.0,9,No,2,1,23.0,Married,Yes
E13750,45,HR,Technician,Engineering,38531,5.0,5,No,1,2,7.0,Single,No
E13751,37,HR,Specialist,Engineering,7948,3.0,3,Yes,2,2,2.0,Married,Yes
E13752,56,Sales,Specialist,Engineering,9100,8.0,3,No,2,4,5.0,Single,No
E13753,38,R&D,Specialist,Engineering,8066,9.0,4,No,3,1,9.0,Single,No
E13754,31,Sales,Representative,Engineering,4827,4.0,4,Yes,1,3,29.0,Married,No
E13755,41,Sales,Representative,Marketing,5564,3.0,2,Yes,1,3,3.0,Single,Yes
E13756,40,Sales,Specialist,Life Sciences,7553,5.0,5,No,3,3,8.0,Single,No
E13757,47,Sales,Specialist,Technical Degree,8142,12.0,11,Yes,4,2,4.0,Single,Yes
E13758,41,R&D,Specialist,Engineering,9864,8.0,4,No,3,4,3.0,Married,No
E13759,59,R&D,Executive,Life Sciences,10615,4.0,2,Yes,2,4,18.0,Married,Yes
E13760,36,Sales,Manager,Engineering,9049,4.0,4,Yes,1,4,15.0,Single,No
E13761,36,R&D,Technician,Life Sciences,6319,12.0,1,Yes,1,1,29.0,Single,Yes
E13762,32,R&D,Executive,Engineering,12421,7.0,3,No,2,1,25.0,Married,No
E13763,38,Sales,Representative,Other,4578,2.0,2,Yes,2,4,11.0,Married,No
E13764,39,R&D,Specialist,Medical,9435,16.0,6,Yes,2,4,5.0,Divorced,No
E13765,40,Sales,Representative,Life Sciences,4459,2.0,2,No,3,4,25.0,Married,No
E13766,38,R&D,Technician,Engineering,7126,14.0,4,No,4,2,16.0,Married,No
E13767,32,R&D,Manager,Marketing,10921,,5,No,2,4,24.0,Married,No
E13768,29,Sales,Specialist,Medical,5401,3.0,2,No,2,3,19.0,Married,No
E13769,34,Sales,Specialist,Engineering,6645,8.0,8,No,3,1,4.0,Divorced,No
E13770,47,R&D,Specialist,Marketing,9813,6.0,6,Yes,2,3,28.0,Married,No
E13771,49,HR,Specialist,Technical Degree,8568,5.0,5,No,2,1,22.0,Married,No
E13772,36,Sales,Technician,Medical,4644,9.0,2,No,1,2,11.0,Married,No
E13773,29,R&D,Specialist,Technical Degree,6234,3.0,3,No,2,2,26.0,Married,No
E13774,36,R&D,Representative,Technical Degree,5515,8.0,4,No,4,3,12.0,Single,No
E13775,56,HR,Manager,Other,10791,8.0,4,Yes,4,2,5.0,Married,No
E13776,46,R&D,Representative,Life Sciences,6373,5.0,5,No,2,1,10.0,Single,No
E13777,42,R&D,Specialist,Marketing,7012,0.0,0,No,3,2,10.0,Married,No
E13778,46,R&D,Technician,Medical,5255,7.0,3,No,2,3,19.0,Divorced,No
E13779,51,HR,Specialist,Medical,9026,6.0,3,No,1,2,5.0,Divorced,Yes
E13780,27,Sales,Manager,Other,9736,6.0,6,No,4,4,5.0,Married,No
E13781,33,Sales,Representative,Engineering,4625,2.0,1,Yes,1,1,25.0,Single,Yes
E13782,32,Sales,Specialist,Life Sciences,9734,8.0,3,No,3,2,4.0,Single,No
E13783,42,R&D,Technician,Engineering,6771,13.0,8,No,1,1,24.0,Married,Yes
E13784,38,R&D,Technician,Engineering,6811,6.0,6,Yes,3,3,4.0,Divorced,No
E13785,44,Sales,Executive,Engineering,12821,3.0,3,No,4,4,26.0,Married,Yes
E13786,32,R&D,Executive,Medical,11166,10.0,8,No,1,1,2.0,Single,No
E13787,49,R&D,Technician,Engineering,7308,18.0,10,No,1,4,3.0,Divorced,No
E13788,36,Sales,Manager,Medical,9748,4.0,4,Yes,2,4,29.0,Divorced,No
E13789,43,HR,Technician,Medical,6076,4.0,3,No,3,4,4.0,Married,No
E13790,48,Sales,Representative,Engineering,8355,16.0,0,Yes,2,2,8.0,Married,Yes
E13791,47,Sales,Manager,Engineering,10482,7.0,3,No,3,2,9.0,Married,No
E13792,40,R&D,Manager,Marketing,9730,1.0,1,No,2,3,28.0,Married,No
E13793,44,R&D,Technician,Medical,7392,22.0,1,No,4,2,28.0,Divorced,No
E13794,53,Sales,Specialist,Technical Degree,8073,1.0,1,Yes,1,3,22.0,Single,Yes
E13795,42,R&D,Specialist,Technical Degree,5812,1.0,1,No,2,3,8.0,Married,No
E13796,30,R&D,Manager,Other,9346,3.0,3,No,1,4,12.0,Married,No
E13797,42,Sales,Executive,Marketing,12294,12.0,2,No,3,1,10.0,Divorced,No
E13798,37,Sales,Manager,Technical Degree,8120,13.0,4,No,3,2,5.0,Divorced,No
E13799,20,R&D,Executive,Technical Degree,10892,2.0,2,No,4,1,5.0,Divorced,No
E13800,41,Sales,Technician,Technical Degree,5816,4.0,4,No,4,3,24.0,Married,No
E13801,38,HR,Specialist,Engineering,7198,9.0,2,No,1,3,15.0,Divorced,No
E13802,47,R&D,Executive,Other,12493,18.0,8,No,2,3,20.0,Married,No
E13803,30,HR,Representative,Life Sciences,3560,1.0,1,No,4,4,29.0,Married,No
E13804,23,Sales,Technician,Medical,6506,1.0,1,No,1,1,3.0,Single,Yes
E13805,39,HR,Representative,Engineering,6276,5.0,4,No,2,4,26.0,Divorced,No
E13806,40,R&D,Specialist,Life Sciences,8827,2.0,2,No,4,1,2.0,Divorced,No
E13807,38,Sales,Technician,Engineering,7102,16.0,7,Yes,1,4,15.0,Single,Yes
E13808,37,Sales,Manager,Engineering,9145,7.0,5,No,1,3,13.0,Single,No
E13809,27,Sales,Manager,Engineering,10986,15.0,9,Yes,4,2,28.0,Divorced,Yes
E13810,36,R&D,Specialist,Technical Degree,8636,9.0,9,No,4,4,24.0,Married,No
E13811,34,R&D,Specialist,Engineering,9119,12.0,1,No,4,4,12.0,Divorced,No
E13812,47,Sales,Representative,Life Sciences,6693,4.0,4,No,3,2,14.0,Single,No
E13813,40,R&D,Specialist,Engineering,8459,1.0,0,No,2,2,12.0,Single,No
E13814,34,Sales,Technician,Marketing,6669,6.0,6,Yes,4,4,15.0,Married,No
E13815,53,R&D,Technician,Engineering,7868,13.0,3,No,2,3,21.0,Single,No
E13816,35,Sales,Technician,Engineering,9348,22.0,1,No,1,3,28.0,Single,No
E13817,42,R&D,Specialist,Life Sciences,6464,6.0,6,No,2,2,22.0,Single,Yes
E13818,35,R&D,Technician,Marketing,7429,12.0,12,No,4,4,29.0,Single,No
E13819,52,R&D,Specialist,Engineering,6814,4.0,4,No,1,1,25.0,Single,Yes
E13820,38,Sales,Manager,Engineering,9528,5.0,5,No,4,2,13.0,Divorced,No
E13821,38,Sales,Representative,Engineering,6199,7.0,3,No,4,1,3.0,Single,No
E13822,36,R&D,Manager,Other,9858,19.0,4,No,1,2,15.0,Married,No
E13823,39,Sales,Manager,Life Sciences,40514,12.0,2,No,2,4,20.0,Divorced,No
E13824,48,Sales,Representative,Marketing,6740,11.0,5,Yes,2,3,28.0,Married,Yes
E13825,45,Sales,Specialist,Engineering,9344,19.0,5,No,1,2,18.0,Married,No
E13826,37,R&D,Technician,Life Sciences,6517,4.0,1,No,4,1,6.0,Married,Yes
E13827,52,R&D,Specialist,Engineering,8189,6.0,6,No,2,4,15.0,Divorced,No
E13828,45,R&D,Specialist,Engineering,8400,11.0,0,No,2,4,29.0,Divorced,No
E13829,33,Sales,Specialist,Life Sciences,7105,5.0,5,No,4,4,25.0,Married,No
E13830,25,Sales,Specialist,Life Sciences,6689,6.0,6,No,2,1,12.0,Divorced,No
E13831,33,R&D,Specialist,Engineering,7851,9.0,9,Yes,2,2,2.0,Married,Yes
E13832,41,R&D,Technician,Medical,5215,7.0,5,No,3,3,5.0,Single,Yes
E13833,42,Sales,Executive,Other,10307,3.0,3,Yes,3,3,26.0,Divorced,No
E13834,49,R&D,Representative,Life Sciences,5755,4.0,4,No,1,1,17.0,Married,No
E13835,27,Sales,Manager,Marketing,7281,3.0,3,No,1,3,13.0,Divorced,No
E13836,33,HR,Executive,Other,12079,12.0,2,No,4,2,28.0,Single,No
E13837,26,Sales,Technician,Technical Degree,5240,4.0,4,No,3,1,,Married,No
E13838,25,HR,Representative,Life Sciences,5773,11.0,11,No,1,1,4.0,Divorced,No
E13839,31,R&D,Manager,Medical,9546,8.0,3,No,3,2,16.0,Single,No
E13840,40,R&D,Technician,Engineering,5217,7.0,3,No,1,4,8.0,Divorced,No
E13841,44,Sales,Representative,Life Sciences,5567,3.0,3,Yes,2,2,3.0,Divorced,No
E13842,28,R&D,Specialist,Engineering,6847,8.0,6,No,2,2,20.0,Divorced,No
E13843,30,R&D,Representative,Engineering,6671,10.0,2,No,4,3,2.0,Married,No
E13844,21,Sales,Manager,Life Sciences,10222,12.0,1,No,3,3,25.0,Married,No
E13845,39,R&D,Technician,Engineering,4973,3.0,3,No,3,3,21.0,Divorced,No
E13846,30,HR,Representative,Medical,5341,6.0,5,No,3,4,3.0,Married,No
E13847,52,R&D,Technician,Life Sciences,6365,14.0,1,No,3,2,11.0,Married,No
E13848,41,R&D,Specialist,Marketing,7588,13.0,1,No,2,3,11.0,Divorced,No
E13849,35,Sales,Manager,Engineering,9542,7.0,5,No,2,4,10.0,Married,No
E13850,31,R&D,Representative,Engineering,5703,2.0,2,No,3,3,28.0,Divorced,No
E13851,24,Sales,Executive,Marketing,10930,,2,Yes,4,2,23.0,Single,Yes
E13852,25,R&D,Manager,Other,8755,7.0,3,No,3,2,11.0,Single,No
E13853,31,HR,Technician,Engineering,6158,3.0,2,No,1,2,17.0,Married,Yes
E13854,31,R&D,Executive,Engineering,11042,6.0,4,Yes,2,1,25.0,Married,Yes
E13855,28,Sales,Manager,Technical Degree,7408,3.0,3,No,2,2,7.0,Married,No
E13856,40,Sales,Specialist,Engineering,7961,12.0,9,No,3,2,29.0,Single,No
E13857,42,R&D,Manager,Technical Degree,8729,2.0,2,No,1,3,1.0,Divorced,No
E13858,33,R&D,Technician,Marketing,6578,15.0,5,Yes,4,1,20.0,Single,No
E13859,54,R&D,Technician,Life Sciences,6430,9.0,5,Yes,2,3,15.0,Married,No
E13860,21,R&D,Executive,Life Sciences,10494,3.0,1,Yes,1,4,7.0,Single,No
E13861,38,R&D,Representative,Engineering,4533,6.0,0,No,1,4,4.0,Married,No
E13862,35,Sales,Representative,Life Sciences,6470,5.0,5,No,2,1,23.0,Single,No
E13863,32,Sales,Technician,Technical Degree,5607,4.0,4,Yes,2,2,3.0,Single,Yes
E13864,31,Sales,Manager,Medical,9382,8.0,8,No,1,1,20.0,Married,Yes
E13865,37,Sales,Technician,Marketing,9151,19.0,9,No,4,2,28.0,Single,No
E13866,35,R&D,Specialist,Medical,7831,4.0,4,Yes,1,4,3.0,Single,No
E13867,33,R&D,Technician,Engineering,5685,8.0,8,No,2,4,29.0,Married,No
E13868,25,R&D,Technician,Marketing,6001,7.0,4,Yes,3,1,20.0,Single,Yes
E13869,22,Sales,Specialist,Life Sciences,6629,8.0,7,Yes,4,3,28.0,Married,No
E13870,34,Sales,Representative,Medical,5016,1.0,1,No,1,4,10.0,Single,Yes
E13871,33,Sales,Manager,Life Sciences,9389,15.0,7,No,2,1,29.0,Married,No
E13872,35,Sales,Technician,Marketing,8529,29.0,2,No,1,1,3.0,Married,Yes
E13873,36,R&D,Manager,Technical Degree,9729,7.0,2,No,4,4,26.0,Single,No
E13874,32,Sales,Representative,Life Sciences,5994,12.0,6,No,4,2,26.0,Divorced,No
E13875,35,R&D,Manager,Engineering,9210,10.0,2,No,4,3,5.0,Divorced,No
E13876,29,Sales,Manager,Life Sciences,10327,3.0,2,No,4,3,20.0,Single,No
E13877,51,HR,Specialist,Life Sciences,7716,7.0,3,No,4,2,19.0,Divorced,No
E13878,30,R&D,Specialist,Medical,6120,4.0,4,No,2,4,21.0,Single,No
E13879,34,Sales,Specialist,Other,7072,,3,No,1,4,10.0,Single,Yes
E13880,30,R&D,Technician,Life Sciences,6073,8.0,3,No,1,2,9.0,Single,No
E13881,30,R&D,Specialist,Life Sciences,7906,8.0,4,No,3,4,11.0,Married,No
E13882,37,HR,Manager,Marketing,9260,4.0,1,No,4,3,1.0,Married,No
E13883,36,Sales,Specialist,Engineering,7496,8.0,1,No,1,1,20.0,Married,Yes
E13884,33,HR,Representative,Engineering,5844,7.0,7,Yes,4,3,13.0,Divorced,No
E13885,34,HR,Technician,Technical Degree,9000,15.0,2,No,1,3,23.0,Married,No
E13886,31,HR,Technician,Marketing,5731,11.0,0,No,1,3,4.0,Married,No
E13887,41,R&D,Technician,Engineering,6236,13.0,3,Yes,2,4,24.0,Married,No
E13888,55,R&D,Specialist,Engineering,10009,14.0,1,No,2,2,23.0,Divorced,No
E13889,29,R&D,Manager,Medical,8082,3.0,1,No,2,4,21.0,Single,Yes
E13890,41,R&D,Specialist,Medical,7606,11.0,4,No,4,2,10.0,Single,No
E13891,37,R&D,Representative,Technical Degree,5726,3.0,1,No,4,1,4.0,Married,No
E13892,43,R&D,Representative,Engineering,6644,17.0,11,No,2,1,8.0,Married,No
E13893,43,R&D,Executive,Other,12522,11.0,7,No,1,3,17.0,Married,No
E13894,39,R&D,Manager,Marketing,8523,3.0,3,Yes,4,2,2.0,Single,No
E13895,37,R&D,Manager,Medical,9072,,4,No,4,3,21.0,Married,No
E13896,33,Sales,Specialist,Marketing,8371,4.0,1,No,3,4,26.0,Married,No
E13897,30,R&D,Technician,Engineering,5508,5.0,3,No,1,2,,Married,No
E13898,36,R&D,Manager,Other,8567,9.0,5,No,1,3,25.0,Single,No
E13899,25,R&D,Representative,Engineering,7337,5.0,5,No,3,4,3.0,Married,No
E13900,32,R&D,Specialist,Engineering,7219,6.0,1,No,3,1,21.0,Married,No
E13901,47,Sales,Representative,Technical Degree,6591,14.0,4,No,3,3,11.0,Married,No
E13902,38,HR,Technician,Marketing,5461,6.0,6,Yes,3,2,18.0,Divorced,No
E13903,45,Sales,Technician,Technical Degree,6171,3.0,3,Yes,3,2,6.0,Married,No
E13904,50,R&D,Technician,Life Sciences,6045,1.0,1,No,3,4,22.0,Single,No
E13905,35,R&D,Technician,Life Sciences,8315,11.0,3,Yes,4,3,20.0,Married,No
E13906,39,R&D,Technician,Other,6498,11.0,3,No,4,1,14.0,Divorced,No
E13907,34,Sales,Technician,Engineering,7039,8.0,4,No,4,3,13.0,Married,No
E13908,30,R&D,Technician,Technical Degree,10995,27.0,6,No,2,3,2.0,Married,No
E13909,28,Sales,Representative,Engineering,5789,6.0,6,No,3,2,,Single,No
E13910,45,Sales,Technician,Technical Degree,7578,15.0,4,No,3,4,24.0,Married,No
E13911,39,Sales,Technician,Engineering,6135,4.0,4,No,3,2,8.0,Married,No
E13912,54,Sales,Representative,Marketing,7158,12.0,7,Yes,3,1,15.0,Divorced,No
E13913,46,HR,Specialist,Technical Degree,6975,3.0,3,No,4,3,13.0,Married,No
E13914,30,HR,Manager,Life Sciences,8675,12.0,5,Yes,3,1,1.0,Married,No
E13915,45,Sales,Executive,Medical,11772,6.0,6,Yes,2,4,2.0,Married,No
E13916,34,R&D,Executive,Technical Degree,10971,10.0,6,No,4,4,4.0,Married,No
E13917,48,Sales,Representative,Medical,5968,8.0,8,No,4,3,13.0,Divorced,No
E13918,33,R&D,Specialist,Other,8405,11.0,6,Yes,4,4,12.0,Married,No
E13919,28,R&D,Technician,Life Sciences,4888,1.0,1,No,2,1,12.0,Divorced,No
E13920,30,HR,Executive,Engineering,11825,6.0,1,No,4,3,1.0,Married,No
E13921,30,R&D,Manager,Engineering,8971,14.0,3,Yes,2,4,6.0,Single,No
E13922,29,R&D,Technician,Engineering,49207,15.0,3,No,1,1,11.0,Married,No
E13923,32,Sales,Representative,Engineering,5064,10.0,10,No,3,3,16.0,Single,No
E13924,45,HR,Specialist,Marketing,7770,15.0,8,No,2,4,2.0,Single,No
E13925,53,Sales,Technician,Engineering,6103,6.0,6,No,3,2,3.0,Married,No
E13926,25,R&D,Technician,Engineering,5443,0.0,0,Yes,3,3,11.0,Married,No
E13927,48,R&D,Specialist,Engineering,7885,4.0,2,Yes,4,3,9.0,Married,No
E13928,33,R&D,Manager,Technical Degree,10389,8.0,2,Yes,4,2,7.0,Single,No
E13929,40,Sales,Representative,Marketing,4777,8.0,8,No,2,4,4.0,Married,No
E13930,22,HR,Specialist,Life Sciences,43058,9.0,3,Yes,2,3,28.0,Married,No
E13931,42,Sales,Specialist,Technical Degree,7495,7.0,1,No,4,1,10.0,Divorced,No
E13932,20,R&D,Specialist,Engineering,8570,7.0,6,Yes,3,4,1.0,Married,No
E13933,40,Sales,Technician,Other,5288,,8,No,4,3,,Married,No
E13934,39,Sales,Technician,Marketing,6061,4.0,1,Yes,3,1,4.0,Single,Yes
E13935,39,R&D,Technician,Engineering,6236,8.0,3,No,1,2,26.0,Married,No
E13936,30,R&D,Manager,Medical,7754,10.0,3,No,2,1,13.0,Married,No
E13937,42,Sales,Representative,Medical,6493,5.0,4,No,4,4,22.0,Divorced,No
E13938,41,Sales,Specialist,Life Sciences,6691,6.0,2,No,3,2,24.0,Single,No
E13939,35,R&D,Specialist,Technical Degree,9952,19.0,4,Yes,1,1,11.0,Married,No
E13940,43,R&D,Executive,Engineering,10501,8.0,5,No,3,4,25.0,Married,No
E13941,36,HR,Specialist,Engineering,9989,32.0,1,No,2,2,15.0,Single,No
E13942,42,Sales,Representative,Engineering,7121,8.0,4,No,4,4,13.0,Married,No
E13943,36,Sales,Representative,Engineering,5837,13.0,3,Yes,3,3,4.0,Divorced,No
E13944,39,Sales,Specialist,Engineering,7424,2.0,2,Yes,2,4,6.0,Married,Yes
E13945,42,Sales,Representative,Technical Degree,3536,1.0,1,No,4,1,2.0,Divorced,No
E13946,33,R&D,Technician,Engineering,5760,3.0,1,No,1,4,2.0,Single,No
E13947,26,R&D,Representative,Life Sciences,6704,14.0,14,No,3,4,6.0,Married,No
E13948,39,Sales,Specialist,Marketing,8354,6.0,5,No,4,2,25.0,Married,No
E13949,48,Sales,Technician,Technical Degree,48164,2.0,2,No,4,4,3.0,Married,No
E13950,40,Sales,Specialist,Other,6709,8.0,2,No,4,4,20.0,Divorced,No
E13951,40,R&D,Representative,Medical,6027,13.0,11,No,2,3,27.0,Single,No
E13952,37,HR,Manager,Other,7579,4.0,4,No,1,3,25.0,Divorced,No
E13953,44,Sales,Technician,Medical,6542,13.0,7,No,1,2,25.0,Married,Yes
E13954,35,Sales,Specialist,Other,6837,3.0,1,No,2,2,11.0,Single,No
E13955,33,HR,Specialist,Medical,8332,13.0,3,No,3,1,15.0,Divorced,No
E13956,47,HR,Technician,Engineering,6302,15.0,5,No,2,2,29.0,Married,No
E13957,32,R&D,Representative,Life Sciences,6022,4.0,4,Yes,1,4,21.0,Divorced,Yes
E13958,45,Sales,Technician,Marketing,7363,16.0,6,No,2,3,9.0,Married,No
E13959,47,Sales,Representative,Life Sciences,8163,18.0,1,No,1,2,21.0,Divorced,No
E13960,42,R&D,Specialist,Engineering,9519,10.0,2,No,1,1,21.0,Married,No
E13961,26,Sales,Executive,Marketing,9817,5.0,1,Yes,1,4,7.0,Single,Yes
E13962,37,Sales,Executive,Other,14162,33.0,2,No,1,1,15.0,Married,No
E13963,35,R&D,Manager,Engineering,8230,4.0,4,Yes,3,1,22.0,Single,Yes
E13964,33,Sales,Technician,Medical,7104,20.0,6,No,1,1,10.0,Married,Yes
E13965,38,R&D,Technician,Medical,7943,25.0,7,No,4,1,11.0,Single,No
E13966,44,Sales,Technician,Other,6460,10.0,10,Yes,4,4,23.0,Single,No
E13967,33,Sales,Technician,Other,5467,3.0,3,Yes,1,4,26.0,Single,No
E13968,35,R&D,Technician,Medical,7325,9.0,1,No,1,1,2.0,Married,No
E13969,35,Sales,Manager,Marketing,10860,27.0,8,Yes,2,4,14.0,Married,No
E13970,47,HR,Manager,Engineering,9441,5.0,5,No,3,2,16.0,Married,No
E13971,35,R&D,Technician,Marketing,6696,7.0,1,No,1,4,9.0,Single,No
E13972,26,Sales,Specialist,Medical,7500,1.0,1,No,2,4,22.0,Married,No
E13973,23,R&D,Manager,Technical Degree,7853,7.0,7,No,1,1,25.0,Married,No
E13974,40,Sales,Specialist,Medical,8739,12.0,9,Yes,3,4,16.0,Married,No
E13975,30,HR,Technician,Engineering,4809,3.0,3,No,3,2,1.0,Divorced,No
E13976,43,Sales,Specialist,Marketing,9500,20.0,2,No,4,4,2.0,Married,No
E13977,25,R&D,Technician,Life Sciences,5134,2.0,2,No,3,2,7.0,Married,Yes
E13978,32,Sales,Technician,Engineering,5934,5.0,4,No,4,4,12.0,Single,No
E13979,25,R&D,Specialist,Engineering,8746,17.0,3,No,3,3,18.0,Single,No
E13980,41,R&D,Technician,Engineering,5500,7.0,2,Yes,2,4,6.0,Divorced,No
E13981,43,R&D,Technician,Technical Degree,8432,22.0,10,No,3,2,2.0,Divorced,No
E13982,40,Sales,Technician,Engineering,6149,1.0,1,No,2,2,14.0,Single,Yes
E13983,27,Sales,Technician,Engineering,5349,6.0,5,No,4,2,16.0,Married,No
E13984,30,R&D,Manager,Other,8541,9.0,3,Yes,2,1,10.0,Married,No
E13985,39,HR,Technician,Life Sciences,6913,27.0,5,No,4,2,5.0,Married,No
E13986,22,Sales,Specialist,Engineering,6892,8.0,4,Yes,3,4,,Divorced,Yes
E13987,35,R&D,Representative,Engineering,7231,11.0,5,No,2,3,16.0,Single,No
E13988,51,Sales,Representative,Engineering,5812,7.0,6,No,2,2,7.0,Married,No
E13989,35,HR,Technician,Engineering,6247,7.0,2,No,4,1,15.0,Single,No
E13990,24,Sales,Specialist,Engineering,7052,5.0,1,Yes,3,4,13.0,Married,No
E13991,32,Sales,Specialist,Marketing,8948,10.0,2,No,1,2,17.0,Single,Yes
E13992,31,R&D,Specialist,Engineering,5276,6.0,5,Yes,1,1,18.0,Divorced,Yes
E13993,56,Sales,Executive,Life Sciences,12849,11.0,5,No,2,1,18.0,Married,No
E13994,52,R&D,Specialist,Technical Degree,8039,8.0,2,Yes,4,1,,Divorced,No
E13995,44,R&D,Executive,Life Sciences,11874,6.0,5,No,4,2,3.0,Single,No
E13996,34,Sales,Specialist,Technical Degree,59944,20.0,10,No,4,2,12.0,Single,No
E13997,48,Sales,Representative,Life Sciences,5223,4.0,4,No,3,2,6.0,Single,No
E13998,27,R&D,Manager,Life Sciences,10226,5.0,2,Yes,3,3,12.0,Married,No
E13999,47,Sales,Representative,Medical,6895,1.0,1,No,3,3,11.0,Divorced,No
E14000,45,R&D,Representative,Engineering,6935,6.0,5,No,1,4,9.0,Married,No
E14001,36,R&D,Executive,Engineering,14178,19.0,2,No,2,4,19.0,Single,No
E14002,47,R&D,Technician,Marketing,7718,19.0,3,Yes,3,1,28.0,Single,No
E14003,33,Sales,Specialist,Life Sciences,6303,5.0,5,No,2,3,19.0,Single,No
E14004,26,Sales,Technician,Medical,6946,11.0,6,No,4,2,2.0,Married,No
E14005,46,Sales,Specialist,Technical Degree,8598,12.0,10,No,3,4,13.0,Married,No
E14006,36,Sales,Specialist,Life Sciences,7334,2.0,1,No,3,2,18.0,Married,No
E14007,42,R&D,Technician,Marketing,6871,16.0,4,No,3,2,23.0,Married,No
E14008,53,R&D,Executive,Life Sciences,12489,2.0,2,No,2,3,4.0,Single,No
