customer_id,gender,senior,partner,age,tenure,contract,internet_service,payment_method,num_services,support_calls,satisfaction,monthly_charge,churn
C103701,Female,0,Yes,39.0,35,One year,Fiber optic,Mailed check,5,2,4,104.88,No
C103702,Female,1,No,35.0,8,Month-to-month,Fiber optic,Mailed check,4,1,4,107.49,No
C103703,Female,0,No,35.0,6,Month-to-month,No,Electronic check,2,0,4,32.01,No
C103704,Male,0,No,54.0,5,Month-to-month,DSL,Bank transfer,4,1,3,72.72,No
C103705,Male,1,No,32.0,5,Month-to-month,Fiber optic,Bank transfer,2,1,4,94.33,Yes
C103706,Male,0,No,36.0,5,One year,DSL,Electronic check,0,1,5,36.43,No
C103707,Female,0,Yes,19.0,6,Month-to-month,No,Credit card,3,0,4,52.18,Yes
C103708,Male,0,Yes,41.0,13,One year,Fiber optic,Bank transfer,7,5,4,111.07,Yes
C103709,Male,0,Yes,29.0,35,One year,Fiber optic,Mailed check,5,0,4,104.22,No
C103710,Female,0,Yes,46.0,34,One year,Fiber optic,Electronic check,4,1,4,94.8,No
C103711,Male,0,No,31.0,11,One year,Fiber optic,Mailed check,2,3,4,86.14,No
C103712,Male,0,No,47.0,2,Month-to-month,DSL,Bank transfer,2,2,5,65.83,No
C103713,Female,0,Yes,43.0,8,One year,Fiber optic,Electronic check,3,3,3,100.85,No
C103714,Male,0,No,70.0,30,Two year,No,Mailed check,0,1,4,16.75,No
C103715,Female,0,Yes,52.0,9,One year,Fiber optic,Credit card,4,1,4,89.08,No
C103716,Female,0,Yes,19.0,17,One year,No,Bank transfer,3,2,5,51.26,No
C103717,Female,0,No,26.0,2,One year,DSL,Mailed check,2,1,5,67.11,No
C103718,Female,0,Yes,,19,Month-to-month,No,Mailed check,3,1,4,22.09,No
C103719,Female,0,Yes,31.0,15,One year,Fiber optic,Electronic check,3,1,4,94.3,No
C103720,Male,0,Yes,19.0,20,Two year,Fiber optic,Credit card,4,1,5,89.08,No
C103721,Male,0,Yes,65.0,13,Month-to-month,Fiber optic,Credit card,2,2,3,85.65,No
C103722,Female,0,No,,18,Two year,Fiber optic,Bank transfer,3,2,4,94.23,No
C103723,Female,0,No,53.0,1,Month-to-month,Fiber optic,Electronic check,3,1,4,96.83,Yes
C103724,Male,0,Yes,,7,Month-to-month,Fiber optic,Electronic check,2,0,3,74.9,No
C103725,Female,0,Yes,51.0,23,Two year,Fiber optic,Electronic check,1,1,4,92.07,No
C103726,Female,0,No,34.0,28,Two year,DSL,Mailed check,1,1,4,44.0,No
C103727,Female,1,No,48.0,72,Two year,DSL,Electronic check,0,2,4,44.27,No
C103728,Male,0,Yes,31.0,36,Two year,Fiber optic,Bank transfer,2,2,5,88.18,No
C103729,Male,0,Yes,68.0,9,Month-to-month,Fiber optic,Mailed check,3,2,3,89.13,Yes
C103730,Female,0,No,21.0,28,One year,Fiber optic,Electronic check,3,2,3,96.44,Yes
C103731,Female,1,No,63.0,2,Month-to-month,Fiber optic,Bank transfer,4,3,3,104.68,Yes
C103732,Male,0,Yes,46.0,18,Month-to-month,Fiber optic,Electronic check,2,3,4,90.7,Yes
C103733,Male,0,No,38.0,13,Month-to-month,DSL,Credit card,2,3,4,59.09,No
C103734,Female,0,Yes,48.0,38,One year,Fiber optic,Mailed check,2,1,4,77.23,No
C103735,Female,1,No,56.0,6,Month-to-month,DSL,Electronic check,4,2,5,75.27,Yes
C103736,Male,0,No,66.0,32,Two year,Fiber optic,Electronic check,2,1,5,97.03,No
C103737,Male,0,No,50.0,13,One year,DSL,Credit card,0,0,4,40.59,No
C103738,Male,1,Yes,32.0,26,Month-to-month,Fiber optic,Bank transfer,1,1,3,83.6,No
C103739,Female,1,Yes,46.0,13,One year,Fiber optic,Mailed check,3,2,3,102.91,Yes
C103740,Male,1,Yes,72.0,3,Month-to-month,Fiber optic,Electronic check,2,2,2,96.82,Yes
C103741,Female,0,No,65.0,4,Month-to-month,Fiber optic,Bank transfer,4,2,5,93.95,Yes
C103742,Male,0,Yes,59.0,28,Two year,DSL,Electronic check,3,0,5,56.92,No
C103743,Male,0,Yes,57.0,13,Month-to-month,DSL,Credit card,4,2,3,69.06,No
C103744,Male,0,Yes,55.0,12,Two year,Fiber optic,Credit card,2,3,3,89.21,No
C103745,Male,0,No,62.0,25,One year,No,Bank transfer,3,1,4,43.5,No
C103746,Female,0,Yes,38.0,36,One year,Fiber optic,Credit card,4,1,4,84.38,No
C103747,Female,0,Yes,25.0,33,One year,DSL,Electronic check,3,4,4,61.34,No
C103748,Male,0,Yes,46.0,12,Month-to-month,Fiber optic,Electronic check,4,1,4,99.32,No
C103749,Female,0,No,33.0,13,Month-to-month,Fiber optic,Electronic check,3,2,4,81.38,Yes
C103750,Male,0,No,29.0,11,Month-to-month,Fiber optic,Electronic check,2,1,4,88.44,No
C103751,Male,0,No,34.0,2,Month-to-month,No,Credit card,1,2,4,20.89,No
C103752,Male,0,No,82.0,15,Month-to-month,Fiber optic,Electronic check,6,1,4,118.03,Yes
C103753,Male,0,No,47.0,17,Two year,DSL,Credit card,3,2,4,60.66,No
C103754,Female,0,Yes,50.0,17,Month-to-month,DSL,Bank transfer,2,1,4,56.31,No
C103755,Male,0,No,27.0,10,One year,Fiber optic,Mailed check,4,2,3,90.15,Yes
C103756,Male,0,Yes,19.0,6,Month-to-month,Fiber optic,Electronic check,4,1,4,107.92,No
C103757,Female,0,Yes,33.0,10,Month-to-month,DSL,Electronic check,3,2,4,69.58,No
C103758,Male,0,No,67.0,32,Month-to-month,No,Electronic check,2,0,4,32.37,No
C103759,Male,0,Yes,50.0,21,One year,DSL,Mailed check,3,1,4,61.25,No
C103760,Male,0,Yes,54.0,10,Month-to-month,Fiber optic,Mailed check,4,2,4,105.23,Yes
C103761,Female,1,Yes,56.0,3,Month-to-month,DSL,Bank transfer,4,2,3,76.86,No
C103762,Male,0,No,36.0,5,One year,No,Bank transfer,3,1,4,32.75,No
C103763,Female,1,Yes,66.0,11,One year,No,Mailed check,4,2,4,41.31,No
C103764,Male,1,No,36.0,13,Month-to-month,DSL,Electronic check,3,0,4,59.77,No
C103765,Male,0,No,66.0,21,One year,No,Credit card,4,3,4,43.45,No
C103766,Female,1,No,52.0,16,One year,DSL,Electronic check,3,1,5,63.35,No
C103767,Male,0,Yes,19.0,12,One year,Fiber optic,Electronic check,2,2,4,95.21,No
C103768,Male,0,No,34.0,15,Month-to-month,No,Bank transfer,0,3,4,27.62,No
C103769,Female,0,Yes,19.0,22,Month-to-month,Fiber optic,Credit card,6,2,3,110.14,Yes
C103770,Female,0,Yes,62.0,14,Month-to-month,No,Credit card,2,1,5,36.47,No
C103771,Female,1,Yes,45.0,58,Two year,No,Electronic check,2,3,3,41.93,No
C103772,Female,0,No,,8,Month-to-month,No,Mailed check,4,1,4,60.13,No
C103773,Female,0,Yes,51.0,39,Two year,DSL,Electronic check,3,3,4,68.47,No
C103774,Male,0,Yes,37.0,27,Month-to-month,DSL,Credit card,3,0,5,67.39,No
C103775,Female,0,Yes,23.0,19,Month-to-month,Fiber optic,Electronic check,1,0,4,64.36,No
C103776,Male,0,Yes,70.0,25,Month-to-month,Fiber optic,Electronic check,4,0,5,106.74,No
C103777,Male,0,No,47.0,20,Month-to-month,Fiber optic,Credit card,7,1,3,117.84,No
C103778,Male,1,No,41.0,69,Two year,DSL,Credit card,0,4,3,43.06,No
C103779,Female,0,No,39.0,18,Two year,No,Bank transfer,4,3,4,38.51,No
C103780,Female,0,Yes,22.0,9,One year,No,Electronic check,2,3,4,34.65,No
C103781,Male,0,Yes,25.0,15,One year,Fiber optic,Mailed check,3,1,4,83.34,No
C103782,Female,0,No,64.0,13,One year,DSL,Credit card,1,2,4,43.67,No
C103783,Female,0,Yes,38.0,16,Two year,DSL,Bank transfer,1,1,5,56.47,No
C103784,Female,0,No,45.0,23,Month-to-month,DSL,Electronic check,2,3,4,64.47,No
C103785,Female,0,Yes,19.0,6,One year,Fiber optic,Electronic check,7,3,3,127.32,No
C103786,Male,1,No,25.0,39,One year,No,Credit card,2,0,5,27.31,No
C103787,Male,0,Yes,54.0,41,Two year,DSL,Mailed check,4,1,5,63.91,No
C103788,Female,1,Yes,51.0,0,Two year,Fiber optic,Bank transfer,2,2,4,91.26,Yes
C103789,Male,0,No,71.0,18,Two year,Fiber optic,Mailed check,4,1,4,105.93,No
C103790,Female,0,No,65.0,11,One year,DSL,Mailed check,2,0,5,60.05,No
C103791,Female,0,Yes,42.0,4,Month-to-month,Fiber optic,Credit card,4,1,5,100.46,No
C103792,Male,1,No,52.0,4,Month-to-month,Fiber optic,Electronic check,5,1,3,103.92,Yes
C103793,Male,0,No,40.0,10,One year,No,Bank transfer,4,1,5,35.96,No
C103794,Male,1,Yes,76.0,9,One year,Fiber optic,Electronic check,5,2,4,97.49,No
C103795,Female,1,Yes,62.0,6,Month-to-month,Fiber optic,Electronic check,4,0,4,99.42,Yes
C103796,Male,0,Yes,48.0,5,Month-to-month,DSL,Bank transfer,3,0,4,58.07,No
C103797,Female,0,Yes,48.0,5,Month-to-month,DSL,Credit card,4,0,4,64.84,No
C103798,Male,0,No,67.0,72,Two year,DSL,Bank transfer,2,1,4,57.93,No
C103799,Male,0,Yes,54.0,13,Month-to-month,Fiber optic,Electronic check,3,2,3,96.3,No
C103800,Female,0,Yes,68.0,42,One year,DSL,Electronic check,0,0,4,40.91,No
C103801,Female,0,Yes,19.0,3,Month-to-month,DSL,Credit card,3,0,3,65.26,Yes
C103802,Female,0,No,52.0,5,Month-to-month,Fiber optic,Electronic check,3,1,3,96.7,Yes
C103803,Female,0,Yes,37.0,12,Two year,Fiber optic,Credit card,1,0,4,77.34,No
C103804,Female,0,Yes,71.0,32,Month-to-month,DSL,Electronic check,2,3,3,53.0,Yes
C103805,Female,0,Yes,68.0,16,Month-to-month,DSL,Credit card,5,3,3,75.6,Yes
C103806,Female,0,No,45.0,8,Month-to-month,Fiber optic,Credit card,8,1,4,116.11,No
C103807,Female,0,Yes,68.0,18,Month-to-month,DSL,Electronic check,0,1,3,63.37,Yes
C103808,Male,0,No,72.0,15,One year,Fiber optic,Bank transfer,5,3,4,107.09,Yes
C103809,Female,0,Yes,46.0,8,Month-to-month,Fiber optic,Electronic check,6,2,4,103.2,No
C103810,Female,0,Yes,82.0,10,One year,DSL,Electronic check,3,2,4,66.11,No
C103811,Male,0,No,45.0,7,Month-to-month,DSL,Mailed check,3,0,5,59.75,No
C103812,Female,0,Yes,42.0,25,Two year,DSL,Bank transfer,0,0,5,51.66,No
C103813,Male,0,No,58.0,12,Two year,DSL,Electronic check,4,1,4,71.12,No
C103814,Male,0,No,40.0,59,Two year,No,Bank transfer,0,1,4,23.0,No
C103815,Female,1,No,46.0,56,Two year,Fiber optic,Electronic check,3,1,5,77.04,No
C103816,Male,0,No,66.0,5,Month-to-month,Fiber optic,Electronic check,2,2,4,88.95,No
C103817,Female,0,Yes,45.0,1,Month-to-month,Fiber optic,Bank transfer,3,0,4,103.99,No
C103818,Male,0,Yes,20.0,15,One year,DSL,Mailed check,4,4,3,79.93,Yes
C103819,Male,0,No,51.0,8,Month-to-month,DSL,Bank transfer,1,1,4,65.75,No
C103820,Male,0,No,35.0,16,Month-to-month,No,Bank transfer,4,1,3,53.81,No
C103821,Female,0,No,58.0,9,Month-to-month,No,Credit card,4,3,4,43.72,Yes
C103822,Female,0,Yes,55.0,2,Month-to-month,Fiber optic,Mailed check,4,1,4,105.57,No
C103823,Male,0,Yes,67.0,14,One year,Fiber optic,Electronic check,5,1,4,104.76,No
C103824,Male,0,No,59.0,10,Month-to-month,Fiber optic,Bank transfer,1,1,4,85.18,Yes
C103825,Female,0,Yes,61.0,5,Month-to-month,DSL,Bank transfer,0,1,4,51.7,No
C103826,Female,1,Yes,35.0,34,One year,DSL,Mailed check,3,1,5,66.61,No
C103827,Male,0,Yes,57.0,17,Month-to-month,DSL,Bank transfer,3,2,3,69.57,No
C103828,Male,0,No,75.0,27,Two year,Fiber optic,Electronic check,4,1,4,95.16,No
C103829,Female,0,Yes,35.0,20,Month-to-month,DSL,Electronic check,3,3,3,67.79,Yes
C103830,Female,0,No,72.0,2,One year,Fiber optic,Bank transfer,4,2,4,100.49,Yes
C103831,Female,0,Yes,37.0,11,Month-to-month,Fiber optic,Electronic check,3,1,4,89.56,No
C103832,Female,0,No,32.0,12,Month-to-month,Fiber optic,Mailed check,6,0,4,117.74,No
C103833,Female,0,No,49.0,6,Month-to-month,DSL,Mailed check,5,2,4,65.07,No
C103834,Male,0,Yes,56.0,1,Month-to-month,Fiber optic,Mailed check,4,1,3,97.08,No
C103835,Female,0,No,59.0,21,Two year,Fiber optic,Bank transfer,4,1,5,99.06,No
C103836,Male,0,Yes,31.0,11,One year,DSL,Electronic check,1,1,5,61.27,No
C103837,Female,0,Yes,52.0,22,Month-to-month,DSL,Credit card,4,1,4,68.15,No
C103838,Male,0,No,35.0,14,Month-to-month,Fiber optic,Bank transfer,2,5,3,86.18,No
C103839,Female,0,Yes,23.0,9,Month-to-month,DSL,Mailed check,4,1,4,76.73,Yes
C103840,Female,0,Yes,31.0,8,Month-to-month,No,Electronic check,4,1,4,44.85,No
C103841,Male,0,Yes,34.0,23,Month-to-month,Fiber optic,Electronic check,3,1,4,87.5,No
C103842,Male,0,Yes,53.0,4,Two year,DSL,Bank transfer,3,2,5,79.86,No
C103843,Female,0,No,62.0,1,Month-to-month,Fiber optic,Electronic check,1,2,5,87.45,Yes
C103844,Female,0,Yes,23.0,60,One year,Fiber optic,Electronic check,2,1,4,84.77,No
C103845,Female,0,No,50.0,14,One year,DSL,Mailed check,0,1,5,44.09,No
C103846,Female,0,No,27.0,8,Two year,DSL,Bank transfer,1,0,4,43.1,No
C103847,Female,1,Yes,54.0,1,Month-to-month,Fiber optic,Bank transfer,2,2,4,91.82,Yes
C103848,Male,0,Yes,36.0,47,One year,DSL,Bank transfer,1,3,4,57.54,No
C103849,Male,0,No,29.0,11,Two year,DSL,Credit card,3,1,5,50.4,No
C103850,Female,0,Yes,57.0,3,Month-to-month,DSL,Electronic check,0,7,3,46.47,Yes
C103851,Male,0,Yes,36.0,11,Month-to-month,DSL,Bank transfer,3,3,3,52.92,No
C103852,Male,0,Yes,40.0,45,Two year,Fiber optic,Electronic check,3,2,4,90.77,No
C103853,Male,0,No,19.0,21,One year,No,Mailed check,3,1,5,39.1,No
C103854,Female,1,No,59.0,11,Month-to-month,Fiber optic,Bank transfer,5,4,3,109.32,No
C103855,Male,1,Yes,57.0,8,One year,Fiber optic,Electronic check,4,0,4,118.68,No
C103856,Female,0,Yes,45.0,11,Month-to-month,No,Mailed check,2,2,4,34.02,No
C103857,Male,0,No,22.0,21,Month-to-month,DSL,Credit card,3,2,4,59.06,No
C103858,Female,1,No,63.0,12,Month-to-month,DSL,Electronic check,1,2,4,47.39,Yes
C103859,Male,0,No,35.0,5,Month-to-month,Fiber optic,Mailed check,6,0,3,107.07,No
C103860,Female,0,No,38.0,31,One year,Fiber optic,Credit card,4,3,4,101.62,No
C103861,Female,0,Yes,80.0,10,One year,Fiber optic,Mailed check,5,1,4,92.67,No
C103862,Male,0,No,34.0,27,Two year,DSL,Bank transfer,3,5,4,54.55,No
C103863,Female,0,Yes,56.0,9,Month-to-month,DSL,Credit card,2,3,5,59.05,No
C103864,Female,0,Yes,53.0,72,Two year,Fiber optic,Electronic check,3,1,4,91.71,No
C103865,Female,0,No,51.0,12,Month-to-month,No,Electronic check,1,3,5,29.3,No
C103866,Female,0,Yes,49.0,4,Month-to-month,Fiber optic,Bank transfer,3,1,3,87.38,Yes
C103867,Female,0,No,51.0,10,Two year,DSL,Bank transfer,3,1,3,58.84,No
C103868,Female,0,Yes,49.0,9,Month-to-month,Fiber optic,Electronic check,3,0,4,100.54,No
C103869,Female,0,No,44.0,23,Month-to-month,DSL,Electronic check,3,0,5,67.59,No
C103870,Female,0,No,68.0,1,Month-to-month,DSL,Mailed check,2,2,4,46.37,No
C103871,Male,0,Yes,25.0,9,Month-to-month,DSL,Credit card,5,1,4,62.73,No
C103872,Male,1,No,60.0,41,One year,Fiber optic,Mailed check,2,1,5,82.74,No
C103873,Female,1,Yes,57.0,41,Two year,No,Credit card,2,0,5,30.88,No
C103874,Female,0,No,55.0,52,One year,Fiber optic,Credit card,5,1,4,111.57,No
C103875,Male,0,Yes,62.0,21,Two year,DSL,Bank transfer,1,1,5,42.27,No
C103876,Male,0,No,44.0,7,One year,DSL,Bank transfer,3,1,5,68.16,No
C103877,Male,0,Yes,19.0,21,Two year,DSL,Mailed check,4,1,5,66.37,No
C103878,Female,1,Yes,44.0,4,Month-to-month,No,Electronic check,2,2,5,34.01,No
C103879,Male,1,Yes,30.0,72,Two year,Fiber optic,Bank transfer,3,1,4,92.93,No
C103880,Female,0,Yes,34.0,10,Month-to-month,DSL,Mailed check,1,1,4,53.33,Yes
C103881,Female,0,No,26.0,34,Two year,Fiber optic,Mailed check,5,0,4,111.93,No
C103882,Male,0,No,38.0,3,Month-to-month,Fiber optic,Bank transfer,6,3,3,105.96,Yes
C103883,Female,0,No,36.0,10,One year,No,Mailed check,2,0,5,39.75,No
C103884,Female,0,Yes,19.0,34,One year,No,Bank transfer,1,2,5,31.92,No
C103885,Female,0,No,56.0,25,Two year,DSL,Mailed check,5,3,3,73.01,No
C103886,Female,0,Yes,78.0,12,One year,Fiber optic,Electronic check,5,1,5,100.45,No
C103887,Male,0,No,54.0,10,Month-to-month,Fiber optic,Mailed check,2,3,3,96.82,Yes
C103888,Male,0,No,42.0,13,One year,DSL,Credit card,2,1,5,55.08,No
C103889,Female,0,Yes,44.0,1,Month-to-month,Fiber optic,Credit card,6,1,4,109.61,Yes
C103890,Female,0,Yes,39.0,2,Month-to-month,Fiber optic,Electronic check,4,1,3,101.95,Yes
C103891,Male,0,Yes,46.0,9,Month-to-month,DSL,Mailed check,1,3,4,56.4,No
C103892,Female,0,No,44.0,17,Month-to-month,Fiber optic,Credit card,3,1,3,102.43,No
C103893,Male,0,No,32.0,6,Month-to-month,Fiber optic,Electronic check,3,2,4,96.66,Yes
C103894,Female,1,No,70.0,69,Two year,DSL,Electronic check,2,0,5,61.03,No
C103895,Female,0,Yes,23.0,50,Two year,Fiber optic,Electronic check,4,2,4,100.64,No
C103896,Male,0,No,56.0,18,Month-to-month,Fiber optic,Bank transfer,3,1,4,84.33,No
C103897,Male,0,No,43.0,2,Month-to-month,DSL,Mailed check,3,1,3,60.88,Yes
C103898,Male,0,Yes,74.0,16,Month-to-month,No,Electronic check,2,0,4,25.14,No
C103899,Male,1,No,50.0,5,Month-to-month,DSL,Bank transfer,5,2,4,83.79,No
C103900,Female,0,Yes,40.0,24,Month-to-month,DSL,Electronic check,1,0,4,46.45,No
C103901,Male,1,Yes,41.0,7,Month-to-month,DSL,Bank transfer,2,1,4,67.97,No
C103902,Female,0,No,46.0,10,One year,Fiber optic,Mailed check,8,0,4,119.64,No
C103903,Male,1,Yes,28.0,11,One year,Fiber optic,Mailed check,7,0,5,115.31,No
C103904,Male,0,No,33.0,14,Month-to-month,Fiber optic,Electronic check,1,0,5,75.83,No
C103905,Female,1,No,19.0,2,Month-to-month,DSL,Bank transfer,5,4,3,68.04,Yes
C103906,Male,0,Yes,,20,One year,No,Mailed check,1,0,5,20.15,No
C103907,Male,0,No,46.0,24,Two year,DSL,Mailed check,3,1,5,57.83,No
C103908,Male,0,No,50.0,4,Month-to-month,DSL,Bank transfer,1,1,4,57.91,No
C103909,Male,1,Yes,19.0,18,Month-to-month,DSL,Bank transfer,3,0,4,63.97,No
C103910,Female,0,Yes,43.0,13,Month-to-month,DSL,Electronic check,4,1,5,67.65,No
C103911,Female,0,Yes,53.0,4,Month-to-month,Fiber optic,Electronic check,4,1,3,96.16,No
C103912,Male,1,Yes,43.0,3,Month-to-month,DSL,Electronic check,3,2,4,73.25,No
C103913,Male,0,Yes,35.0,8,Month-to-month,DSL,Bank transfer,3,3,4,64.21,No
C103914,Male,0,Yes,,14,Month-to-month,No,Bank transfer,3,1,4,31.57,No
C103915,Female,0,Yes,37.0,12,Month-to-month,DSL,Bank transfer,7,1,4,77.83,No
C103916,Female,0,No,35.0,28,One year,No,Bank transfer,5,1,5,46.37,No
C103917,Female,1,Yes,48.0,1,Month-to-month,Fiber optic,Credit card,4,2,2,110.48,Yes
C103918,Female,0,No,80.0,8,One year,DSL,Mailed check,3,1,5,61.96,No
C103919,Male,0,No,,11,Month-to-month,Fiber optic,Mailed check,3,1,3,101.15,Yes
C103920,Male,1,No,40.0,4,Month-to-month,Fiber optic,Credit card,4,6,2,114.04,Yes
C103921,Male,0,Yes,44.0,55,Two year,DSL,Electronic check,5,2,4,88.66,No
C103922,Female,0,No,35.0,14,One year,No,Mailed check,3,3,3,35.74,Yes
C103923,Male,0,No,61.0,3,Month-to-month,Fiber optic,Electronic check,4,1,3,93.08,No
C103924,Female,0,No,19.0,6,One year,No,Credit card,4,2,3,49.47,Yes
C103925,Female,0,Yes,37.0,19,One year,No,Mailed check,3,2,3,30.28,No
C103926,Male,1,Yes,57.0,3,Month-to-month,DSL,Electronic check,3,1,4,66.1,No
C103927,Male,0,No,41.0,1,Month-to-month,DSL,Bank transfer,3,1,5,56.72,No
C103928,Male,0,Yes,33.0,13,Two year,DSL,Electronic check,0,2,5,42.04,No
C103929,Female,0,Yes,52.0,30,Month-to-month,No,Credit card,4,0,4,43.3,No
C103930,Female,0,Yes,59.0,1,Month-to-month,No,Mailed check,2,1,3,28.76,No
C103931,Male,1,No,48.0,5,Month-to-month,Fiber optic,Bank transfer,7,3,3,125.17,Yes
C103932,Male,1,No,33.0,11,One year,DSL,Mailed check,3,3,5,67.67,No
C103933,Female,0,Yes,52.0,14,Two year,DSL,Credit card,2,2,5,50.18,No
C103934,Male,0,No,39.0,23,Two year,No,Credit card,3,1,4,31.8,No
C103935,Female,0,No,56.0,21,One year,No,Bank transfer,4,1,4,39.46,No
C103936,Female,0,No,67.0,47,Two year,DSL,Credit card,0,2,4,54.07,No
C103937,Male,0,No,19.0,72,One year,DSL,Electronic check,3,1,3,68.12,No
C103938,Male,0,No,47.0,28,One year,DSL,Credit card,1,3,5,37.09,No
C103939,Male,0,No,19.0,55,Two year,DSL,Bank transfer,8,1,4,95.11,No
C103940,Male,0,Yes,82.0,6,Month-to-month,No,Credit card,4,3,5,61.59,No
C103941,Female,0,No,38.0,16,One year,Fiber optic,Bank transfer,5,3,4,107.21,No
C103942,Female,0,Yes,56.0,14,One year,Fiber optic,Electronic check,5,2,4,104.44,No
C103943,Female,0,Yes,44.0,14,Two year,Fiber optic,Bank transfer,6,1,5,106.57,No
C103944,Male,0,No,33.0,26,Two year,Fiber optic,Electronic check,4,0,4,92.03,No
C103945,Female,0,No,31.0,7,Two year,DSL,Bank transfer,2,2,4,58.85,No
C103946,Male,1,No,69.0,16,Two year,Fiber optic,Mailed check,5,2,3,93.89,No
C103947,Male,0,Yes,59.0,20,Month-to-month,Fiber optic,Electronic check,3,2,4,88.29,No
C103948,Male,0,Yes,74.0,10,Month-to-month,Fiber optic,Credit card,5,0,4,104.78,No
C103949,Male,0,No,46.0,20,Month-to-month,DSL,Credit card,2,1,4,64.75,No
C103950,Male,1,Yes,49.0,10,Month-to-month,DSL,Credit card,3,0,3,55.33,Yes
C103951,Male,1,No,41.0,7,Month-to-month,DSL,Bank transfer,3,2,4,62.93,No
C103952,Female,0,Yes,41.0,3,Month-to-month,Fiber optic,Bank transfer,4,3,2,103.37,Yes
C103953,Male,0,Yes,29.0,8,Month-to-month,Fiber optic,Bank transfer,3,0,3,91.64,No
C103954,Female,1,No,46.0,14,Two year,Fiber optic,Electronic check,1,0,3,93.07,No
C103955,Female,0,Yes,33.0,3,Month-to-month,No,Credit card,4,0,4,47.83,No
C103956,Male,0,Yes,52.0,11,Two year,Fiber optic,Credit card,5,0,5,99.33,No
C103957,Male,0,Yes,48.0,36,Two year,Fiber optic,Bank transfer,2,3,4,87.19,No
C103958,Male,0,No,49.0,20,Month-to-month,DSL,Credit card,1,4,4,45.34,No
C103959,Female,0,No,70.0,13,Month-to-month,No,Mailed check,1,2,5,25.44,No
C103960,Male,0,Yes,44.0,7,One year,Fiber optic,Mailed check,1,0,4,82.24,No
C103961,Female,0,Yes,56.0,19,One year,DSL,Credit card,3,0,5,67.7,No
C103962,Male,1,No,76.0,7,Month-to-month,Fiber optic,Mailed check,3,2,4,97.46,No
C103963,Male,0,Yes,65.0,11,Month-to-month,Fiber optic,Bank transfer,3,1,5,84.73,Yes
C103964,Female,0,No,62.0,5,Month-to-month,No,Mailed check,1,2,4,15.0,No
C103965,Female,0,Yes,40.0,15,Month-to-month,No,Bank transfer,1,2,5,29.65,No
C103966,Male,0,Yes,,15,Month-to-month,Fiber optic,Bank transfer,4,1,5,84.26,No
C103967,Female,0,No,25.0,14,Month-to-month,Fiber optic,Bank transfer,3,0,4,94.15,No
C103968,Female,1,Yes,52.0,18,One year,DSL,Mailed check,1,0,4,47.38,No
C103969,Female,0,No,49.0,46,Two year,Fiber optic,Electronic check,6,2,4,110.74,No
C103970,Female,0,Yes,45.0,4,One year,Fiber optic,Bank transfer,2,1,5,85.84,No
C103971,Female,0,Yes,60.0,19,Two year,Fiber optic,Credit card,1,1,4,83.02,No
C103972,Male,0,No,27.0,37,One year,Fiber optic,Electronic check,5,1,4,104.93,No
C103973,Male,1,Yes,70.0,7,One year,No,Electronic check,1,0,5,33.61,No
C103974,Female,0,No,59.0,16,Month-to-month,DSL,Electronic check,4,1,5,70.66,No
C103975,Male,1,Yes,44.0,10,Month-to-month,DSL,Credit card,2,0,4,67.68,No
C103976,Male,0,No,43.0,23,Two year,Fiber optic,Bank transfer,3,2,4,89.41,No
C103977,Female,0,No,52.0,19,Two year,No,Credit card,3,2,3,30.3,No
C103978,Male,0,Yes,68.0,4,Month-to-month,No,Bank transfer,5,1,4,51.71,No
C103979,Female,0,No,47.0,16,Month-to-month,Fiber optic,Mailed check,6,1,4,110.22,Yes
C103980,Female,0,No,47.0,19,One year,No,Credit card,3,3,4,40.49,No
C103981,Male,0,Yes,45.0,18,Month-to-month,Fiber optic,Electronic check,4,1,3,98.45,No
C103982,Female,0,No,72.0,13,Month-to-month,DSL,Mailed check,1,1,4,58.07,No
C103983,Female,0,No,39.0,26,Two year,Fiber optic,Mailed check,2,4,3,90.18,No
C103984,Female,0,Yes,45.0,6,Month-to-month,DSL,Electronic check,4,2,4,60.39,No
C103985,Female,0,Yes,67.0,7,One year,DSL,Mailed check,2,2,4,54.05,No
C103986,Female,1,Yes,47.0,8,Two year,Fiber optic,Electronic check,3,1,3,97.02,No
C103987,Male,0,Yes,62.0,18,Month-to-month,DSL,Electronic check,5,1,5,72.07,No
C103988,Male,0,No,31.0,7,Month-to-month,DSL,Electronic check,2,2,4,52.59,No
C103989,Female,0,No,42.0,12,Month-to-month,DSL,Credit card,5,1,3,83.85,No
C103990,Female,0,No,67.0,4,Month-to-month,DSL,Electronic check,2,2,5,62.19,No
C103991,Male,0,Yes,35.0,9,One year,DSL,Mailed check,0,0,3,39.74,No
C103992,Female,0,Yes,43.0,6,Month-to-month,Fiber optic,Electronic check,5,1,4,111.19,No
C103993,Male,0,No,,8,Month-to-month,Fiber optic,Mailed check,4,2,4,104.5,No
C103994,Female,1,No,30.0,2,Month-to-month,No,Bank transfer,0,1,5,27.07,No
C103995,Female,0,No,39.0,2,Month-to-month,No,Credit card,1,0,3,15.26,Yes
C103996,Female,0,Yes,47.0,4,Month-to-month,Fiber optic,Credit card,3,1,4,94.05,No
C103997,Female,0,Yes,46.0,19,One year,Fiber optic,Electronic check,4,1,3,92.06,No
C103998,Female,0,Yes,64.0,12,Month-to-month,DSL,Electronic check,1,2,5,49.57,No
