customer_id,age,income,loan_amount,credit_score,employment_years,debt_to_income,num_credit_lines,home_ownership,loan_purpose,default
L204095,30,5280,4751,606.0,4.0,48.6,5,Own,Business,Yes
L204096,46,2727,2537,724.0,6.0,29.6,11,Own,Car,Yes
L204097,34,2787,2909,756.0,14.0,47.8,1,Rent,Car,Yes
L204098,39,5193,3912,802.0,6.0,29.4,5,Mortgage,Car,No
L204099,41,4100,3794,642.0,6.0,48.3,4,Own,Car,Yes
L204100,25,28606,14381,673.0,9.0,13.8,9,Rent,Personal,No
L204101,32,6840,6468,678.0,13.0,39.5,2,Mortgage,House,No
L204102,54,6320,3434,707.0,8.0,26.8,7,Rent,House,No
L204103,49,7481,8250,782.0,5.0,38.6,2,Rent,House,No
L204104,39,3217,1169,694.0,11.0,12.9,11,,House,No
L204105,42,4382,2260,696.0,12.0,19.5,3,Own,Car,No
L204106,37,6366,4448,583.0,14.0,36.7,3,Rent,Car,Yes
L204107,54,5807,5667,803.0,8.0,56.8,10,Own,Car,No
L204108,38,7758,7361,627.0,10.0,50.6,8,Own,Business,No
L204109,42,5757,2364,474.0,12.0,27.9,2,Own,House,No
L204110,51,8327,2866,,9.0,5.0,1,Mortgage,Personal,No
L204111,32,5972,3010,683.0,15.0,21.2,6,Mortgage,Education,No
L204112,56,6912,4726,571.0,11.0,27.9,6,Rent,Education,Yes
L204113,25,4418,3265,,17.0,36.0,11,Own,Personal,No
L204114,56,5026,3162,555.0,13.0,13.6,1,Rent,Education,Yes
L204115,36,6640,5731,681.0,0.0,40.3,5,Rent,Education,Yes
L204116,38,7903,4960,699.0,6.0,8.4,9,Mortgage,House,No
L204117,21,6313,7237,672.0,0.0,54.1,10,Rent,Business,Yes
L204118,35,4850,2236,611.0,5.0,5.3,11,Mortgage,House,No
L204119,30,7479,6188,721.0,6.0,42.9,10,Own,Business,No
L204120,34,1500,1217,632.0,12.0,41.9,5,Own,Education,Yes
L204121,39,2440,1175,647.0,6.0,16.6,7,Rent,Education,Yes
L204122,50,6227,3809,624.0,15.0,28.0,6,Rent,Personal,Yes
L204123,42,5025,2842,641.0,5.0,22.6,11,Mortgage,House,No
L204124,43,6090,2269,791.0,7.0,5.0,10,Mortgage,Car,No
L204125,29,5116,3465,660.0,2.0,31.6,4,Mortgage,Education,No
L204126,31,6028,3536,571.0,15.0,33.0,2,Own,Personal,No
L204127,58,3534,1337,,16.0,12.6,10,Mortgage,Business,No
L204128,33,6027,3917,641.0,7.0,31.1,5,Rent,House,Yes
L204129,57,6790,4222,604.0,1.0,17.9,10,,Personal,Yes
L204130,38,7197,2385,726.0,7.0,20.6,9,Own,House,No
L204131,40,8624,2856,561.0,9.0,13.3,3,Own,Personal,No
L204132,51,5439,4610,652.0,5.0,33.8,3,Mortgage,Car,No
L204133,53,5493,4980,731.0,20.0,40.0,11,Rent,Personal,No
L204134,39,2258,2577,616.0,17.0,57.9,7,Mortgage,Car,No
L204135,36,4043,1160,691.0,0.0,15.7,10,Own,Business,No
L204136,39,4652,1479,657.0,2.0,5.0,2,Mortgage,Personal,No
L204137,43,6891,1735,658.0,10.0,5.0,8,Rent,Business,No
L204138,49,44938,20000,696.0,3.0,17.2,7,Rent,Personal,Yes
L204139,40,6433,5293,530.0,9.0,36.9,8,Rent,Education,Yes
L204140,46,4997,3016,744.0,8.0,14.8,10,Mortgage,Car,No
L204141,56,4681,4671,527.0,,42.7,6,Rent,House,Yes
L204142,44,5448,4831,740.0,13.0,42.6,5,Own,Business,No
L204143,43,4296,5094,690.0,17.0,43.4,11,Rent,Business,No
L204144,25,4228,1429,693.0,,29.3,4,Mortgage,Car,No
L204145,20,1931,499,773.0,2.0,5.0,8,Own,House,No
L204146,44,4554,2162,743.0,9.0,20.6,2,Own,Education,No
L204147,39,4136,906,717.0,5.0,5.0,6,Rent,Personal,No
L204148,35,4071,4611,639.0,18.0,42.8,10,Own,Personal,No
L204149,42,5750,2898,635.0,11.0,19.0,6,Own,Car,No
L204150,39,6186,4655,719.0,10.0,26.7,5,Mortgage,Personal,No
L204151,51,5418,2807,692.0,11.0,14.8,2,Own,Personal,No
L204152,41,6792,3028,681.0,8.0,13.7,5,Rent,Car,No
L204153,33,6036,2127,656.0,14.0,19.2,3,Rent,Education,No
L204154,50,4469,2326,631.0,5.0,5.5,7,Rent,Business,Yes
L204155,38,4167,3398,563.0,13.0,17.7,7,Rent,Education,No
L204156,45,5563,6518,705.0,16.0,42.9,8,Mortgage,Business,No
L204157,35,6033,4574,647.0,,29.4,11,Rent,Education,No
L204158,34,7516,5507,643.0,10.0,23.0,10,Rent,House,No
L204159,41,7144,1681,533.0,10.0,9.9,11,,Car,No
L204160,40,4025,4186,666.0,3.0,46.6,9,Rent,Car,Yes
L204161,45,4816,1179,565.0,1.0,17.6,1,Own,Personal,Yes
L204162,37,6208,6867,630.0,3.0,54.8,4,,House,Yes
L204163,22,6922,5113,715.0,8.0,19.0,6,Own,Personal,No
L204164,36,6690,2465,664.0,10.0,8.6,7,Rent,House,Yes
L204165,48,4885,3184,653.0,6.0,19.1,11,Mortgage,House,No
L204166,37,2743,3278,,18.0,55.9,5,Mortgage,Personal,No
L204167,38,3202,1617,622.0,13.0,15.1,6,Own,Car,No
L204168,50,5491,2578,771.0,10.0,21.2,1,Rent,Car,No
L204169,33,5616,1786,715.0,,5.0,11,Own,Personal,No
L204170,25,3022,2409,628.0,8.0,26.7,5,Mortgage,Education,Yes
L204171,38,5080,1469,653.0,14.0,5.0,2,Rent,Car,No
L204172,35,6136,5927,677.0,13.0,44.1,11,Own,Car,Yes
L204173,30,2928,3277,691.0,13.0,34.8,2,Rent,Personal,No
L204174,38,6989,7911,658.0,6.0,59.6,1,Rent,Business,Yes
L204175,45,4320,1330,536.0,5.0,14.0,10,Own,Car,Yes
L204176,40,7264,5508,658.0,1.0,24.5,9,Rent,Personal,Yes
L204177,43,4040,1200,654.0,11.0,14.6,4,Own,Education,No
L204178,58,3152,2433,804.0,0.0,24.4,4,Mortgage,Personal,No
L204179,37,4175,4238,848.0,8.0,32.1,9,Rent,House,No
L204180,43,4829,3563,705.0,6.0,35.1,5,Rent,Education,No
L204181,35,4301,4611,613.0,9.0,53.8,4,Mortgage,Car,Yes
L204182,32,4611,4619,708.0,14.0,43.1,7,Rent,Education,Yes
L204183,34,5601,2669,541.0,15.0,9.2,5,Rent,Car,Yes
L204184,35,4692,3895,623.0,12.0,26.7,8,Own,House,No
L204185,44,4881,1012,546.0,4.0,20.5,3,Mortgage,House,No
L204186,63,1923,1146,699.0,8.0,30.2,8,Mortgage,House,No
L204187,33,5705,2499,575.0,4.0,8.5,11,Own,Personal,No
L204188,36,4839,5503,640.0,5.0,39.8,6,Rent,Car,Yes
L204189,39,7899,4782,657.0,10.0,25.7,9,Mortgage,Education,No
L204190,44,29273,20000,658.0,3.0,26.2,6,Rent,Business,Yes
L204191,43,1745,1626,627.0,6.0,54.0,4,Rent,Business,Yes
L204192,53,6113,5949,684.0,3.0,33.1,2,Rent,Personal,Yes
L204193,20,5624,5263,572.0,11.0,42.2,11,Mortgage,Personal,Yes
L204194,20,3185,1558,782.0,6.0,21.9,3,Mortgage,Personal,No
L204195,35,2246,1990,588.0,0.0,22.2,7,Mortgage,Personal,No
L204196,51,7767,5818,663.0,16.0,10.8,10,Mortgage,Personal,No
L204197,24,7545,6016,704.0,13.0,28.8,5,Mortgage,Education,No
L204198,20,1500,301,708.0,0.0,11.4,7,Own,Business,Yes
L204199,46,4175,1913,714.0,12.0,31.0,7,Own,Education,No
L204200,42,7996,9041,549.0,16.0,39.0,6,Mortgage,House,Yes
L204201,29,4143,2030,596.0,7.0,23.4,2,Own,House,No
L204202,30,4117,2627,670.0,9.0,23.2,5,Mortgage,House,No
L204203,30,4491,1737,694.0,6.0,29.3,11,Mortgage,House,No
L204204,41,2982,1010,748.0,11.0,13.2,10,Rent,Education,No
L204205,34,1931,789,624.0,13.0,12.8,6,Rent,House,No
L204206,45,6895,5196,597.0,2.0,31.5,8,Own,Education,No
L204207,20,1683,1883,622.0,4.0,46.3,1,Own,Personal,Yes
L204208,31,5445,2865,818.0,9.0,32.2,10,Mortgage,House,No
L204209,29,6596,3452,,10.0,21.0,7,Own,Car,No
L204210,37,2388,1825,648.0,,34.0,5,Mortgage,House,No
L204211,35,3336,1857,750.0,7.0,9.0,7,Own,Personal,No
L204212,48,7184,7977,,4.0,35.2,3,Mortgage,Personal,No
L204213,21,5959,3443,727.0,13.0,20.1,4,Own,Personal,No
L204214,40,3889,2685,563.0,2.0,28.4,2,Rent,House,Yes
L204215,46,7164,5254,685.0,,23.2,6,Rent,House,No
L204216,59,7172,7043,,8.0,41.5,5,Own,Personal,No
L204217,35,5484,4189,637.0,10.0,26.4,1,Rent,House,Yes
L204218,43,3380,1484,703.0,7.0,31.1,1,Mortgage,Car,No
L204219,22,4256,1379,,,11.3,8,Own,House,No
L204220,20,30484,20000,681.0,14.0,29.7,8,Own,Personal,Yes
L204221,48,4661,4668,626.0,5.0,38.3,6,Rent,House,Yes
L204222,40,6690,1492,717.0,10.0,8.2,11,Mortgage,Personal,No
L204223,52,2246,2294,571.0,9.0,45.2,9,Own,Car,Yes
L204224,26,2310,1826,589.0,6.0,32.7,1,Own,Personal,Yes
L204225,45,5326,3829,751.0,0.0,24.6,10,Own,Car,No
L204226,59,4115,873,488.0,10.0,11.2,8,Own,Car,Yes
L204227,44,3871,3797,615.0,10.0,38.0,2,,Business,Yes
L204228,43,1817,723,650.0,13.0,20.6,8,Rent,Education,No
L204229,40,5035,4672,685.0,6.0,46.3,3,Rent,Business,Yes
L204230,24,4905,1059,627.0,5.0,16.6,6,Rent,Personal,No
L204231,54,6176,6153,581.0,3.0,31.4,7,Own,Car,Yes
L204232,34,5124,1143,746.0,0.0,5.0,3,Rent,Car,No
L204233,45,4761,2075,734.0,6.0,35.5,2,Own,Business,No
L204234,24,7119,3334,633.0,22.0,22.9,1,Own,Personal,Yes
L204235,28,2638,943,535.0,14.0,17.3,5,Rent,Personal,No
L204236,54,5966,4063,681.0,3.0,21.5,1,Own,Education,No
L204237,37,1992,964,673.0,5.0,5.0,1,Mortgage,Personal,No
L204238,55,3491,4166,613.0,5.0,31.7,5,Own,Car,No
L204239,39,2817,2197,523.0,15.0,28.5,3,Mortgage,Car,No
L204240,22,6407,4911,641.0,19.0,31.9,10,Rent,Education,No
L204241,49,4882,2055,714.0,8.0,30.3,3,Rent,Personal,No
L204242,34,4976,3029,724.0,9.0,26.3,11,Rent,Education,Yes
L204243,47,3008,975,657.0,11.0,18.3,7,Own,Education,No
L204244,40,4461,4294,616.0,8.0,34.2,3,Own,Education,Yes
L204245,25,3626,1926,711.0,,17.6,2,Rent,Education,No
L204246,42,5690,5417,580.0,8.0,26.3,3,Rent,Personal,No
L204247,62,3216,1839,565.0,10.0,13.0,11,Rent,Education,No
L204248,45,7394,8790,654.0,0.0,37.6,4,Rent,Car,Yes
L204249,39,1984,736,768.0,6.0,11.9,9,Own,Personal,No
L204250,51,3548,715,771.0,2.0,5.0,2,Mortgage,Business,No
L204251,42,8019,6374,,11.0,25.3,6,Own,Personal,No
L204252,42,4217,4862,629.0,4.0,45.8,5,Own,Personal,Yes
L204253,29,2633,2230,830.0,0.0,14.7,6,Mortgage,House,No
L204254,42,5394,1541,612.0,0.0,23.3,5,Own,Education,No
L204255,50,4144,3069,773.0,10.0,43.9,6,Mortgage,Business,No
L204256,32,3495,3878,728.0,3.0,52.6,4,Own,House,Yes
L204257,54,3027,625,743.0,7.0,11.4,8,Own,Personal,No
L204258,39,9983,3663,629.0,16.0,17.3,9,Own,Business,No
L204259,31,4547,4613,631.0,10.0,44.8,10,Rent,Personal,Yes
L204260,50,1534,1678,596.0,5.0,44.4,7,Rent,Personal,Yes
L204261,37,7689,6975,716.0,2.0,37.7,11,Own,House,No
L204262,48,6100,7269,545.0,10.0,34.4,1,Own,Personal,Yes
L204263,37,3620,1051,649.0,7.0,12.5,5,Own,Personal,No
L204264,39,3320,2476,774.0,11.0,33.8,7,Own,Personal,No
L204265,45,6212,5498,702.0,0.0,38.1,5,Mortgage,Education,No
L204266,43,4556,4112,730.0,14.0,45.3,5,Rent,Education,No
L204267,20,1533,1523,545.0,0.0,51.5,5,Mortgage,Car,Yes
L204268,29,8217,9184,590.0,6.0,40.5,5,Own,Personal,Yes
L204269,49,4219,2370,743.0,15.0,13.4,11,Own,Education,No
L204270,39,7692,1869,669.0,0.0,19.8,5,Rent,Business,No
L204271,35,7301,4106,587.0,8.0,27.8,1,Mortgage,Car,Yes
L204272,26,3198,2787,704.0,7.0,30.3,6,Mortgage,Business,No
L204273,29,6860,2836,623.0,8.0,14.7,11,Rent,Car,No
L204274,20,3827,3865,838.0,10.0,38.0,11,Own,Personal,No
L204275,39,1640,688,702.0,8.0,18.9,6,Own,Personal,No
L204276,34,4236,890,595.0,1.0,19.9,8,Rent,Car,No
L204277,30,5716,4047,722.0,8.0,21.2,5,Own,Business,No
L204278,39,4167,3861,773.0,8.0,39.4,2,Mortgage,Business,No
L204279,44,4447,2444,,8.0,24.0,7,Rent,Personal,No
L204280,61,7058,6697,606.0,18.0,22.1,1,Mortgage,Personal,No
L204281,25,5192,3315,663.0,,45.6,5,Rent,Personal,Yes
L204282,52,3482,1294,617.0,17.0,16.5,5,Mortgage,House,No
L204283,50,6264,1820,642.0,10.0,20.9,3,Own,Car,Yes
L204284,32,5356,4877,563.0,17.0,23.5,2,Rent,Education,Yes
L204285,42,1500,879,721.0,4.0,38.9,11,Own,Personal,Yes
L204286,35,5771,6422,580.0,6.0,41.7,4,Rent,House,Yes
L204287,42,5705,4223,703.0,5.0,11.2,7,Rent,Car,No
L204288,55,5036,2762,639.0,6.0,10.6,10,Mortgage,Personal,No
L204289,46,6605,3626,676.0,8.0,12.1,3,Mortgage,Personal,No
L204290,45,3790,1256,627.0,9.0,7.1,6,Rent,Car,No
L204291,36,5606,4450,674.0,10.0,21.4,7,Own,Personal,No
L204292,25,2179,1704,690.0,17.0,37.8,2,Mortgage,Car,No
L204293,38,5733,5733,635.0,0.0,41.4,3,Own,Car,Yes
L204294,52,8516,3417,539.0,2.0,20.1,9,Mortgage,House,Yes
L204295,25,3209,1575,684.0,0.0,23.1,1,Rent,Personal,No
L204296,29,3632,1080,687.0,4.0,9.9,8,Mortgage,Business,No
L204297,41,3722,1844,560.0,6.0,7.3,1,Rent,House,Yes
L204298,30,5234,3287,591.0,5.0,13.0,3,Rent,Car,No
L204299,32,3087,3593,636.0,2.0,34.8,6,Rent,Business,Yes
L204300,36,5758,4912,499.0,8.0,25.4,11,Mortgage,Business,Yes
L204301,26,6524,6412,710.0,6.0,52.9,8,Own,Personal,No
L204302,30,5962,3133,626.0,4.0,9.1,7,Rent,Personal,Yes
L204303,47,1817,626,680.0,9.0,25.6,3,Own,Car,No
L204304,27,6791,3102,586.0,5.0,9.8,6,Mortgage,Personal,No
L204305,24,6687,3052,801.0,14.0,7.4,1,Own,House,No
L204306,34,6494,5086,561.0,7.0,34.7,8,Own,Personal,No
L204307,47,5671,3071,625.0,6.0,31.8,9,Mortgage,Car,Yes
L204308,38,5396,5706,744.0,9.0,29.3,9,,Car,No
L204309,35,6858,8151,580.0,0.0,46.8,4,Rent,Education,Yes
L204310,40,8462,4597,666.0,14.0,31.2,4,Mortgage,Car,No
L204311,23,3285,2973,704.0,12.0,43.5,7,Own,House,No
L204312,45,6941,5952,555.0,4.0,21.9,7,Own,Education,Yes
L204313,44,4845,1911,,2.0,14.1,11,Own,Education,Yes
L204314,36,4767,5330,673.0,3.0,31.9,6,Rent,Education,No
L204315,50,2234,892,692.0,1.0,19.0,7,Rent,Personal,No
L204316,29,4487,4204,602.0,0.0,38.8,1,Rent,Education,Yes
L204317,51,3205,1755,789.0,1.0,26.4,9,Own,Personal,No
L204318,42,4165,2362,694.0,0.0,15.0,6,Own,Car,No
L204319,37,3023,1981,714.0,6.0,20.6,8,Rent,House,No
L204320,40,4192,4462,710.0,7.0,50.5,5,Own,Business,No
L204321,39,4269,1453,551.0,14.0,21.9,7,Rent,House,No
L204322,52,5174,1317,652.0,13.0,23.6,3,Own,House,No
L204323,29,2093,1260,659.0,4.0,35.4,10,Mortgage,Personal,No
L204324,32,2398,613,642.0,7.0,5.0,1,Rent,Education,No
L204325,50,5651,5016,675.0,14.0,45.3,7,Mortgage,House,No
L204326,34,3565,3424,512.0,6.0,38.1,5,Rent,Personal,Yes
L204327,49,6934,7313,669.0,9.0,48.0,1,Own,Car,Yes
L204328,57,5405,5101,639.0,5.0,35.0,9,Own,Education,No
L204329,36,6092,6801,512.0,8.0,37.3,9,Rent,Car,Yes
L204330,47,7539,7149,690.0,8.0,35.7,6,Mortgage,Car,No
L204331,28,4443,5048,577.0,6.0,46.0,11,Own,Car,No
L204332,48,3966,1559,633.0,13.0,18.0,9,Own,Personal,No
L204333,42,6569,4597,642.0,4.0,35.8,7,Rent,Car,Yes
L204334,45,5917,7064,531.0,9.0,39.5,8,Rent,Education,Yes
L204335,34,4663,4111,539.0,17.0,26.3,11,Mortgage,Car,No
L204336,23,7505,8095,,,30.1,2,Rent,House,Yes
L204337,45,4618,1064,618.0,4.0,7.4,2,Own,Education,No
L204338,20,5059,5422,632.0,10.0,35.9,4,Mortgage,Education,No
L204339,37,5038,4523,665.0,20.0,33.3,1,Rent,Personal,No
L204340,49,3318,1230,537.0,,15.0,8,Rent,Personal,No
L204341,42,5140,1160,631.0,12.0,5.0,5,Rent,House,No
L204342,59,7514,3456,652.0,8.0,14.0,7,Own,Car,No
L204343,50,5801,6473,784.0,9.0,47.5,2,Own,Personal,No
L204344,33,5056,4389,596.0,8.0,35.3,5,Own,Personal,No
L204345,40,4709,5272,715.0,3.0,41.8,9,Mortgage,Education,No
L204346,40,5596,3616,660.0,10.0,25.6,9,Mortgage,Education,No
L204347,24,6350,7218,581.0,2.0,43.3,2,Own,Car,Yes
L204348,31,6097,4042,,6.0,18.5,11,Rent,Education,No
L204349,34,4403,1780,721.0,18.0,6.9,2,Rent,House,No
L204350,20,5585,1963,714.0,8.0,35.6,5,Own,Personal,No
L204351,40,5864,7001,624.0,3.0,52.8,3,Rent,Car,Yes
L204352,38,3187,1701,684.0,9.0,30.0,1,Rent,House,No
L204353,23,5303,1909,587.0,5.0,19.2,11,Own,Business,No
L204354,44,1500,313,648.0,9.0,19.5,1,Mortgage,House,No
L204355,47,5869,2850,630.0,2.0,24.0,5,Rent,Education,No
L204356,42,6189,6741,725.0,12.0,26.7,3,Own,Personal,No
L204357,37,6346,4658,692.0,9.0,22.7,9,Mortgage,Education,No
L204358,46,4289,3570,613.0,3.0,35.2,3,Own,Personal,Yes
L204359,47,5556,6236,620.0,10.0,46.6,3,Mortgage,Car,Yes
L204360,43,7563,5391,658.0,18.0,29.6,3,Rent,Car,No
L204361,32,7545,7834,649.0,4.0,32.6,1,Rent,Personal,Yes
L204362,43,4947,2591,640.0,12.0,16.5,3,Mortgage,Car,No
L204363,52,5251,6181,635.0,10.0,49.1,5,Own,Personal,Yes
L204364,34,7000,1952,757.0,10.0,11.4,8,Rent,Education,No
L204365,61,2299,2126,628.0,13.0,43.2,7,Rent,House,Yes
L204366,35,4418,3802,681.0,7.0,25.8,11,Rent,Business,No
L204367,40,7404,2900,830.0,9.0,19.6,4,Own,Personal,No
L204368,33,6755,3978,601.0,8.0,19.0,4,Mortgage,Personal,No
L204369,42,5665,2905,673.0,4.0,17.7,4,Mortgage,House,No
L204370,23,2290,674,677.0,10.0,11.3,8,Own,Business,No
L204371,35,4910,3853,659.0,6.0,17.5,8,Rent,House,No
L204372,29,3938,4701,663.0,17.0,48.8,2,Rent,Business,No
L204373,41,5596,4251,598.0,5.0,40.4,7,Mortgage,Car,No
L204374,50,31807,20000,685.0,1.0,15.4,11,Rent,Education,Yes
L204375,46,3154,758,531.0,14.0,24.5,5,Own,Car,Yes
L204376,20,1500,509,786.0,4.0,8.4,2,Own,House,No
L204377,60,7199,5134,780.0,2.0,33.2,3,Mortgage,Business,Yes
L204378,43,4280,5073,637.0,10.0,36.8,11,Rent,Car,Yes
L204379,32,5283,5688,734.0,15.0,60.3,7,Own,Business,No
L204380,42,4996,2699,639.0,12.0,13.1,6,Rent,Education,No
L204381,42,30412,20000,661.0,5.0,28.0,6,Own,Car,Yes
L204382,33,2734,2058,612.0,9.0,25.8,7,Own,House,No
L204383,42,3190,2824,717.0,7.0,35.0,6,Rent,Personal,No
L204384,34,3698,3283,619.0,16.0,36.4,11,Own,Personal,No
L204385,36,5660,5602,715.0,6.0,37.0,2,Rent,House,Yes
L204386,33,3568,803,657.0,8.0,5.0,8,Rent,Car,No
L204387,26,8144,9314,659.0,9.0,45.4,7,Rent,Car,Yes
L204388,41,6849,1850,556.0,2.0,10.3,6,Rent,Personal,Yes
L204389,46,6455,4365,664.0,7.0,29.6,5,Rent,Business,No
L204390,45,4785,5357,580.0,7.0,48.7,11,Own,House,Yes
L204391,48,7726,5313,664.0,15.0,34.0,6,Rent,House,No
L204392,43,4608,1215,796.0,9.0,15.0,3,Own,Personal,No
L204393,35,4944,2122,563.0,6.0,18.2,2,Rent,House,Yes
L204394,48,5306,4132,650.0,7.0,29.1,9,Rent,Personal,No
L204395,26,6263,1803,616.0,8.0,5.0,1,Rent,House,No
L204396,31,6146,3833,587.0,8.0,26.2,2,Rent,Personal,No
L204397,30,4145,2193,605.0,13.0,29.9,11,Rent,Education,Yes
L204398,51,4041,4102,763.0,13.0,34.5,10,Own,Education,No
L204399,49,6152,1908,782.0,3.0,7.1,10,Rent,Business,No
L204400,45,6287,5550,587.0,13.0,45.8,1,Mortgage,Education,Yes
L204401,51,4292,2603,688.0,12.0,37.3,8,Own,Education,No
L204402,31,2143,1688,596.0,8.0,24.8,4,,House,No
L204403,43,4627,1876,613.0,1.0,36.6,6,Own,Personal,No
L204404,39,6122,4957,517.0,9.0,35.7,11,Rent,Personal,Yes
L204405,48,8250,7210,,6.0,42.3,5,Rent,Education,No
L204406,39,2844,769,737.0,11.0,8.0,8,Mortgage,Car,No
L204407,36,4232,4335,614.0,11.0,43.0,10,,Car,Yes
L204408,45,4299,4562,680.0,15.0,45.9,7,Own,Personal,No
L204409,49,7440,1961,632.0,3.0,5.0,1,Mortgage,Personal,Yes
L204410,33,4937,3965,726.0,19.0,45.4,8,Own,Car,No
L204411,39,3367,2673,636.0,12.0,31.4,4,Own,Personal,No
L204412,29,6006,1276,646.0,12.0,5.0,7,Own,Business,Yes
L204413,20,4272,2317,614.0,18.0,12.4,3,Own,House,No
L204414,42,2796,3268,702.0,10.0,51.3,2,Mortgage,Education,No
L204415,46,3393,2563,815.0,13.0,32.3,1,Rent,Business,No
L204416,43,8121,9203,640.0,9.0,37.5,10,Mortgage,Car,No
L204417,21,5692,4984,639.0,12.0,36.1,5,Mortgage,Car,No
L204418,36,5194,1186,658.0,,13.0,11,Own,Car,No
L204419,20,4550,1264,678.0,13.0,8.0,3,Rent,Personal,No
L204420,54,5526,5096,639.0,0.0,39.9,11,Rent,Education,Yes
L204421,29,5504,4153,633.0,6.0,30.2,3,Mortgage,Education,Yes
L204422,53,5526,1808,666.0,14.0,11.3,8,Own,Business,No
L204423,49,5207,4239,537.0,10.0,24.9,1,Rent,Personal,Yes
L204424,31,6564,6632,622.0,8.0,42.0,2,Mortgage,Car,Yes
L204425,29,5042,4805,520.0,11.0,21.5,1,Own,Car,Yes
L204426,44,3240,1446,626.0,2.0,29.4,7,Own,House,Yes
L204427,32,3898,1786,594.0,12.0,27.8,4,Rent,Personal,Yes
L204428,41,1500,1752,704.0,10.0,38.5,3,Rent,House,No
L204429,35,8648,9404,,8.0,32.0,3,Rent,Personal,No
L204430,22,6553,3397,634.0,7.0,30.1,10,Mortgage,Car,Yes
L204431,20,3506,3590,510.0,9.0,39.6,11,Rent,Education,Yes
L204432,42,4493,1625,732.0,7.0,14.9,3,Rent,Car,No
L204433,34,3854,1529,584.0,6.0,16.1,2,Own,House,No
L204434,34,7777,2965,626.0,17.0,5.0,5,Mortgage,House,No
L204435,47,2444,703,714.0,0.0,17.8,1,Mortgage,Education,No
L204436,52,5206,5491,715.0,0.0,45.8,5,Own,Personal,No
L204437,37,4805,3742,582.0,12.0,31.3,10,Rent,Personal,No
L204438,37,6488,2978,697.0,2.0,5.0,8,Mortgage,House,No
L204439,45,4813,5047,580.0,0.0,46.0,7,Rent,Personal,Yes
L204440,26,1835,1840,676.0,13.0,43.1,11,Rent,Personal,No
L204441,42,4548,1369,605.0,14.0,11.3,3,Rent,Car,No
L204442,46,3250,2743,589.0,1.0,41.5,9,Own,Business,Yes
L204443,47,5143,4741,662.0,0.0,45.9,11,Rent,Business,No
L204444,21,7582,6944,609.0,2.0,39.3,10,Mortgage,House,Yes
L204445,32,1869,1725,801.0,5.0,24.8,7,Rent,Car,No
L204446,31,3560,1315,617.0,18.0,5.0,1,Rent,House,No
L204447,41,4005,2063,577.0,6.0,15.0,6,Own,Business,No
L204448,45,4313,4504,597.0,12.0,39.8,4,Own,Car,No
L204449,55,6332,6955,659.0,12.0,50.7,6,Own,House,Yes
L204450,35,4688,2246,668.0,15.0,21.8,3,Own,Business,No
L204451,35,5748,1282,682.0,5.0,7.6,5,Rent,House,No
L204452,51,3874,4106,724.0,8.0,47.4,3,Rent,Car,Yes
L204453,43,5414,3124,543.0,7.0,16.9,7,Own,House,No
L204454,53,6400,3389,727.0,11.0,26.2,5,Mortgage,Personal,No
L204455,43,3682,2014,596.0,14.0,23.7,4,Rent,House,Yes
L204456,28,6406,3944,688.0,,28.8,10,Mortgage,House,No
L204457,27,5094,2946,,6.0,29.9,7,Own,Car,No
L204458,24,6882,5275,604.0,9.0,30.3,7,Own,House,Yes
L204459,47,4637,1293,601.0,12.0,5.0,10,Rent,Education,No
L204460,52,5686,6661,588.0,11.0,41.6,9,Own,Personal,Yes
L204461,58,4927,5599,636.0,17.0,51.7,3,Own,Business,Yes
L204462,48,4827,5476,749.0,7.0,40.9,11,Own,House,No
L204463,52,5466,5899,582.0,6.0,37.9,11,Own,House,Yes
L204464,34,5966,5133,625.0,15.0,34.9,10,Rent,Car,Yes
L204465,28,2751,1158,728.0,10.0,25.6,8,Rent,Car,No
L204466,49,7581,1891,704.0,11.0,13.6,7,Rent,Personal,No
L204467,44,1653,495,625.0,8.0,25.9,9,Own,Education,No
L204468,41,3767,1974,645.0,13.0,24.2,2,Mortgage,Car,No
L204469,44,4830,3400,724.0,4.0,31.1,6,Own,House,No
L204470,43,5742,6852,771.0,6.0,45.9,5,Rent,House,No
L204471,53,7837,4980,779.0,0.0,13.0,3,Mortgage,Personal,No
L204472,53,1655,1199,757.0,5.0,30.2,7,Own,Education,No
L204473,45,4086,3658,613.0,13.0,36.1,5,Own,Personal,No
L204474,48,1500,571,787.0,8.0,20.5,6,Mortgage,Business,No
L204475,45,5057,5729,608.0,3.0,47.8,4,Own,Car,Yes
L204476,35,5489,4002,544.0,15.0,31.3,7,Own,Personal,Yes
L204477,48,7863,3745,668.0,9.0,28.1,7,Rent,Car,No
L204478,26,5217,5922,763.0,16.0,43.3,5,Own,House,No
L204479,51,6879,5678,706.0,12.0,39.7,7,Mortgage,Personal,No
L204480,28,6051,4137,655.0,9.0,37.7,7,Own,Car,Yes
L204481,43,4217,3290,680.0,17.0,26.8,10,Rent,House,No
L204482,32,2464,2337,697.0,6.0,34.7,8,Rent,Personal,Yes
L204483,46,5495,1948,670.0,3.0,8.0,11,Rent,Business,No
L204484,40,2314,2464,639.0,16.0,31.7,1,Rent,House,Yes
L204485,24,7331,8500,,11.0,61.1,4,Mortgage,Business,Yes
L204486,44,4708,3611,668.0,15.0,56.2,11,Mortgage,Personal,Yes
